,0_long,1_long,4_long,5_long,6_long,7_long,8_long,12_long,13_long,14_long,16_long,17_long,18_long,21_long,23_long,24_long,26_long,27_long,28_long,36_long,38_long,40_long,42_long,47_long,48_long,51_long,52_long,53_long,54_long,56_long,57_long,58_long,61_long,62_long,66_long,67_long,68_long,69_long,79_long,83_long,85_long,87_long,89_long,90_long,93_long,95_long,97_long,98_long,99_long,100_long,104_long,105_long,107_long,109_long,110_long,112_long,113_long,114_long,115_long,116_long,117_long,118_long,119_long,120_long,121_long,122_long,126_long,127_long,128_long,135_long,136_long,142_long,143_long,144_long,146_long,149_long,150_long,151_long,152_long,154_long,155_long,161_long,162_long,163_long,167_long,168_long,169_long,172_long,175_long,176_long,177_long,180_long,182_long,183_long,184_long,185_long,186_long,190_long,193_long,194_long,195_long,196_long,202_long,204_long,206_long,207_long,208_long,209_long,212_long,214_long,215_long,217_long,218_long,219_long,221_long,222_long,226_long,227_long,228_long,229_long,231_long,233_long,234_long,235_long,236_long,238_long,240_long,242_long,247_long,248_long,252_long,253_long,254_long,255_long,256_long,257_long,258_long,259_long,260_long,261_long,naive_ave_pnl
2014-10-31,0.4467916465889527,0.47542006542360415,0.44699029572173316,0.40090376637267644,0.4111235400823982,0.0,0.167086653160348,0.0,0.4384241099469048,0.3463045375139051,0.3198502705066305,0.27324637823542247,0.0,0.31866708319542886,0.4605188127262847,0.0,0.0,0.0,0.1714019090838495,0.0,0.0,0.0,0.395495482061824,0.0,0.35944979728643317,0.48083398463588484,0.4049389326995833,0.24298325672457216,0.01961913606592558,0.3000217638364528,0.0,0.3467077682138515,0.0,0.3448999429117951,0.4046179253542027,0.0,0.3159689683429133,0.4359405049102418,0.0,0.43101448092721645,0.0,0.35464165927003766,0.449308801286373,0.0,0.0,0.30717121424599636,0.30676443726409264,0.29761798909578113,0.33794794555937496,0.37369448588799936,0.0,0.23954325177171312,0.45075554024072734,0.0,0.31620155848490905,0.36905980310278563,0.3333311906865236,0.3663940148147182,0.2904858667579065,0.0,0.41514420724358725,0.4734954945730698,0.34054853393247747,0.26922099783218867,0.2825799011782515,0.0,0.0,0.34915345546080623,0.43027765999271417,0.26999075699105346,0.25977232988729365,0.0,0.0,0.4325156717047572,0.2682762490750238,0.0,0.3517589091648697,0.0,0.23551782578378513,0.0,0.2083952502344034,0.24300523547970365,0.0,0.3557172931156857,0.0,0.36676952000922924,0.0,0.3902570242283251,0.3265189308453089,0.3834734927599864,0.46117117561705895,0.24688630776642628,0.0,0.0,0.3560140758562666,0.0,0.32927948276594177,0.08534307783988619,0.0,0.0,0.0,0.0,0.0,0.44568244548415703,0.3417265264314213,0.0,0.41597436265033105,0.3439214031870885,0.49918927961399046,0.0,0.0,0.0,0.38580161871461616,0.0,0.44870258499708554,0.2533151810974701,0.0,0.0,0.0,0.3429914046399025,0.0,0.30995294829873404,0.194457138697651,0.2758293230887951,0.48115116214021425,0.0,0.4303047007234975,0.433407226220354,0.0,0.34757486660893394,0.40526893816534226,0.10073204968330582,0.0,0.42930952272241674,0.35832236242135346,0.4005849030309276,0.4081944430489567,0.0,0.09061131726443916,0.0,0.2685666198304159
2014-11-30,0.44806010066004054,0.4940052609477197,0.44563320647916277,0.40907195598365154,0.4084722935849734,0.0,0.1989228897012644,0.0,0.5102596114447067,0.4011087531550077,0.3406428584769966,0.2514365128530891,0.0,0.332939637253755,0.4507453802378234,0.0,0.0,0.0,0.31540908399868045,0.0,0.0,0.0,0.4397518985932717,0.0,0.356471208282169,0.4962120120107383,0.4686534189827975,0.2780070774024625,0.020270347264642708,0.3106842582372338,0.0,0.3696899565687148,0.0,0.37977082475837703,0.4253231800819854,0.0,0.346781014905708,0.4490862899066029,0.0,0.4650558875812323,0.0,0.35615912196711697,0.4486446936474774,0.2570753681002727,0.0,0.34703408542022807,0.31801809600520586,0.3699962117823025,0.3267360085380685,0.41500454721731006,0.0,0.2495226421593192,0.5036545811353665,0.25227430123447936,0.35410361271834767,0.3863270977023743,0.3698452706082821,0.40264579210415635,0.2665372474138852,0.0,0.4345937834141945,0.4941648139283145,0.3306748501993594,0.3502627082238896,0.36987870192788425,0.0,0.0,0.35821257553014624,0.424768362636457,0.3345381812448982,0.27394674063697555,0.0,0.0,0.5003295084509024,0.24858574038893608,0.0,0.3510036517744837,0.0,0.2521909195859963,0.0,0.3912609302946497,0.38079111455699877,0.0,0.4379813346237003,0.0,0.3782591360780813,0.0,0.4095695828018752,0.36679217964535166,0.37434040968583726,0.475779835728495,0.27645565434882263,0.0,0.0,0.3670908183563066,0.0,0.3442758662809207,0.21919769518757795,0.0,0.0,0.0,0.0,0.0,0.5095188876663244,0.3768248892816271,0.0,0.40181138779225223,0.3852737947194766,0.5000263768113331,0.0,0.0,0.0,0.4418977098621706,0.0,0.4482488621804637,0.24125826048921192,0.0,0.0,0.0,0.3370936744458214,0.0,0.4023872468206839,0.18513904931983483,0.2789308263425104,0.4640443846441128,0.0,0.44962630619719873,0.44120208132996463,0.0,0.37758734702682406,0.43759936958558343,0.35757029420823594,0.0,0.40874111672503566,0.39025627283610226,0.41661377018479095,0.4019822531551895,0.0,0.23275804644739126,0.0,0.3152641844229103
2014-12-31,0.4571227273332618,0.4679793210233129,0.4094202094465522,0.4149761800970084,0.4207649233097792,0.0,0.23757376553103202,0.0,0.5150793467249455,0.4034380100462477,0.3428771488178836,0.27275976454824674,0.0,0.35383857449974854,0.4869578246523502,0.0,0.0,0.0,0.3227473685045963,0.0,0.0,0.0,0.4617291665774407,0.0,0.38037983438881884,0.4736202094208374,0.47410262831507277,0.2787457377572826,0.024532028294466865,0.3247645855438513,0.0,0.3782304760477156,0.0,0.3908708388210647,0.4700232675304386,0.0,0.38170013753569665,0.48595556672738294,0.0,0.46399464549993313,0.0,0.3052645800637545,0.45994469766373536,0.2143679601053705,0.0,0.3448272263086038,0.3627813312487733,0.3480570070723177,0.3653448610809489,0.44759972269047543,0.0,0.27404813089340124,0.508852063510402,0.1398841822089687,0.3813109337843867,0.3969334533179169,0.3563746903696937,0.4071663843673368,0.23017809026654518,0.0,0.44521280640890964,0.5041774639695457,0.3152622112756391,0.3627191962977799,0.3769609478033449,0.0,0.0,0.3930485552236025,0.4329746801018046,0.3313317464623603,0.27753852612456786,0.0,0.0,0.4919246981896529,0.2701621232869061,0.0,0.3787729069877873,0.0,0.2227012116095817,0.0,0.37833836301522084,0.38203344114210885,0.0,0.4363625328917553,0.0,0.353485098729781,0.0,0.4227996094674618,0.36783869397295105,0.36627315190369253,0.5068096521186226,0.2874531081261348,0.0,0.0,0.39600248073308386,0.0,0.29547832642039945,0.3355529248771074,0.0,0.0,0.0,0.0,0.0,0.5119687551778762,0.36025420106804656,0.0,0.3902352470610565,0.39498959968315395,0.5334745137792289,0.0,0.0,0.0,0.48002322975403755,0.0,0.45298810904815473,0.24018421742029258,0.0,0.0,0.0,0.3370068753179905,0.0,0.3847862582827698,0.18466284109411482,0.29749451637730645,0.46088254002576023,0.0,0.45010293391905254,0.4461758755294191,0.0,0.31508564343637296,0.42935852349447273,0.2565416223415049,0.0,0.4463360522145708,0.4170773305390484,0.45363744195727274,0.4097094882182896,0.0,0.23851770734665786,0.0,0.318529525079322
2015-01-31,0.4521619274950342,0.4788473811169789,0.3900948120410916,0.42409659316079673,0.4321999392840493,0.0,0.19139654194662614,0.0,0.5212495135074053,0.40907375302955107,0.34680311771797084,0.25908167199657967,0.0,0.3505669620863903,0.49519960764867454,0.0,0.0,0.0,0.33210929464500455,0.0,0.0,0.0,0.44654934183618017,0.0,0.3915117665040545,0.48099793852206657,0.48266896873165327,0.28193911051731846,0.029400903792129264,0.3228203592597977,0.0,0.38360205696059635,0.0,0.3939814572498674,0.4732236051591738,0.0,0.3862978068004761,0.49461168874971106,0.0,0.4672871724486967,0.0,0.29031195728573933,0.4522239663158595,0.2134722333786597,0.0,0.34714388298219123,0.37797848664608646,0.35320690036350644,0.37336386709859437,0.45677599139940794,0.0,0.2761290307243622,0.5141877674418971,0.0663610132442556,0.3923603094206502,0.40163555413118446,0.3598059886579929,0.4214642848923116,0.24049548009420021,0.0,0.45646024347213005,0.5205916987739928,0.3178461051243144,0.35184224087458893,0.3844480465936478,0.0,0.0,0.39640792820683707,0.44053148231292094,0.33257085267780284,0.28108402527622417,0.0,0.0,0.49604282750923784,0.275102972298161,0.0,0.39136670198177015,0.0,0.23718636366305273,0.0,0.37826857169294115,0.3849248355837978,0.0,0.4374469508832342,0.0,0.33473130273503127,0.0,0.4356606837466154,0.36514015706369896,0.3571420877099481,0.5015564136188696,0.30228857044748103,0.0,0.0,0.40239823303912314,0.0,0.2965858135147384,0.3436877847062647,0.0,0.0,0.0,0.0,0.0,0.5136040348521691,0.34002069624190767,0.0,0.35850058265988594,0.4068246422271211,0.5379210371986913,0.0,0.0,0.0,0.47750058062517364,0.0,0.45480736830701485,0.24018465965727284,0.0,0.0,0.0,0.33124899851034,0.0,0.3806371452160121,0.18615425666722313,0.30026522740997275,0.45513587695440394,0.0,0.44882752229411393,0.4529430584717762,0.19252011975355715,0.321694718514719,0.4404609053140044,0.1967567997915427,0.0,0.46145535820442246,0.4158655880584366,0.4622340084221546,0.41531296735424345,0.0,0.25666406459227087,0.0,0.32480643666976905
2015-02-28,0.5067032377609684,0.4843008169086326,0.45117751628513203,0.47087056035039043,0.453773568321849,0.0,0.18750505536787535,0.0,0.523423580232009,0.43017082042248656,0.3401821226692023,0.2395414486821234,0.0,0.3628153828167027,0.48353782875243045,0.0,0.0,0.0,0.3736240739890268,0.0,0.0,0.0,0.40959527547685154,0.0,0.390674789767146,0.5035130730386557,0.4869302929080791,0.2810353383677787,0.032730618454824015,0.3201511183987126,0.0,0.4011581464036388,0.0,0.43265381637718464,0.5117246963436767,0.0,0.40714737443794946,0.5058580091421245,0.0,0.462772956036834,0.0,0.2625398399859466,0.49222673446858645,0.21168320576389815,0.0,0.36505372037612,0.38535484041416923,0.383078229987411,0.37407498125907235,0.4617178212701222,0.0,0.30391275068528567,0.5014027018494902,0.047273573710516804,0.3945719315781288,0.39138050449098916,0.39948103127924595,0.44225551848383626,0.20236967162780944,0.0,0.46997315199470074,0.5239732227517776,0.34720527064149415,0.37273989283989933,0.3906541886209039,0.0,0.0,0.4116084504641047,0.440972357495248,0.3793359920187521,0.2723947670170467,0.0,0.0,0.49206081540269103,0.27719218816825214,0.0,0.3956837074953216,0.0,0.2303209260496447,0.1928266603793317,0.3452811874539559,0.36689778839499404,0.0,0.4305634420329148,0.0,0.28963579122067695,0.0,0.46674018117635696,0.44165506391329956,0.4407985836057987,0.5015468073053481,0.2967900057499816,0.0,0.0,0.3985372196722447,0.0,0.29018163483253095,0.3674541467892124,0.0,0.0,0.0,0.0,0.0,0.5115852336253358,0.37912974834513924,0.0,0.3486351349629371,0.40489039029060564,0.5286502735328651,0.0,0.0,0.0,0.5051915244272069,0.0,0.4649891486891443,0.22836272554560824,0.0,0.0,0.0,0.3202979046858017,0.0,0.3750302606359904,0.18343814228573965,0.30780957144945104,0.4266648962687643,0.0,0.44605661115493866,0.45645118297734155,0.19166787330527724,0.3151439725458722,0.4772443680790627,0.21315610040271785,0.0,0.4687245224329817,0.4016339551124507,0.44871487491599893,0.4128910081373783,0.0,0.44778972447623777,0.0,0.33846419149843243
2015-03-31,0.5098816891286009,0.5065360569174214,0.44999546743285196,0.4792818408990764,0.39975011550770007,0.0,0.18565601596268608,0.0,0.5084479877069654,0.4230662614367935,0.3407625367857144,0.20246052074199788,0.0,0.37071372134368064,0.4900542790009536,0.0,0.0,0.0,0.3747415093990922,0.0,0.0,0.0,0.3745507383741188,0.0,0.39383153807635063,0.48868719162987473,0.5109969740327676,0.27686542076379805,0.03862851361189895,0.30286547890183413,0.0,0.43045222184047444,0.0,0.43291656337531814,0.5147354160999029,0.0,0.41470591905449933,0.49291440363053673,0.0,0.47168423889555305,0.0,0.18322482894829414,0.4807862933960902,0.22928745967190095,0.0,0.3622685900672533,0.4069078896403035,0.35863951630586705,0.36347024498244446,0.44389417520062957,0.0,0.2937232068909402,0.5349352045483714,0.21438707404225632,0.3740816450519171,0.39567452937249176,0.40029326686382166,0.4522782610607791,0.1874241375745108,0.0,0.4519853748419167,0.5215313729312093,0.3609661895756094,0.3564233058146646,0.40871869190303195,0.0,0.0,0.42246522787870605,0.44651232180666106,0.36368119291494705,0.2896451053240372,0.0,0.0,0.46522734287673595,0.3010905213984626,0.0,0.4014435444763583,0.0,0.22403840211053774,0.19097308536282553,0.3196997667529001,0.39506805496607117,0.0,0.4352543666987577,0.0,0.27719469419019865,0.0,0.45127028690046983,0.44217894636898625,0.40691302028425946,0.4992086338459172,0.3190873777142051,0.0,0.0,0.4025814855568778,0.0,0.28973955908947124,0.38111426515357155,0.0,0.0,0.0,0.0,0.0,0.4876025362222215,0.36978677844096214,0.0,0.3440583434480304,0.41345633932604836,0.5324137959739819,0.0,0.0,0.0,0.5140616932193367,0.0,0.4938532974529809,0.222039796364395,0.0,0.0,0.0,0.3120535952689085,0.0,0.3980264755064039,0.1830374517402086,0.3271746855398732,0.46117774794868377,0.0,0.4273220205450822,0.4903568364760611,0.21428586269630873,0.3066043960204829,0.4887246872386332,0.2113657239367409,0.0,0.46012834673834524,0.4130886205931801,0.48472412195185827,0.4168893222433544,0.0,0.44627739022345647,0.0,0.34121453328112195
2015-04-30,0.49751919372081915,0.5029455006893054,0.44173106880955415,0.49408364684077133,0.4365037701469789,0.0,0.22965575214809256,0.0,0.5134813368414785,0.42491830331259267,0.3562663807272428,0.270157943571918,0.0,0.3767303167052685,0.4899509225929559,0.1246595399853695,0.0,0.0,0.38063649578454367,0.0,0.0,0.0,0.4338644227367573,0.0,0.39184629955690714,0.49100347128176486,0.5170714921105076,0.27913263772357666,0.04544571516599176,0.30660027043199406,0.0,0.43961169807521594,0.0,0.40450417183332676,0.5049134824045305,0.0,0.39834407110186254,0.4995910776148708,0.0,0.45350795230661933,0.0,0.20306581558368694,0.4837668835014589,0.2123562322735744,0.0,0.3461242806999836,0.4388426226583302,0.342767997624021,0.3897755279094711,0.447547724715441,0.0,0.3040012687067389,0.5390114266104895,0.20302798536171304,0.3663259475912825,0.39167112620673467,0.40339302061275506,0.4558998741876794,0.21246927121528825,0.0,0.45576436978578605,0.5222089440920211,0.36063078669894183,0.36434769408896067,0.41282671566452467,0.0,0.0,0.4385968944670684,0.44866810744011326,0.3737571006556376,0.281691375740251,0.0,0.0,0.4644844467873979,0.2942651731379455,0.0,0.4088088409033198,0.0,0.25445600933026286,0.17739843016139123,0.29782100378069193,0.391664955857647,0.0,0.41263496353731893,0.0,0.30284544128537483,0.0,0.48583923206004753,0.4833492482749756,0.3829885045292283,0.4959659634486384,0.3179963510340163,0.0,0.0,0.44351315679972747,0.0,0.3156286567089753,0.3832055383388517,0.0,0.0,0.0,0.0,0.0,0.498415623673633,0.35424965356886207,0.0,0.355483952699657,0.4182170004883133,0.5352731807251329,0.0,0.0,0.0,0.5255552114957892,0.0,0.5063820361158581,0.21489322785813392,0.0,0.0,0.0,0.3034877974208196,0.0,0.43005604643105705,0.15203678082216923,0.3517016981734352,0.44248430610017947,0.0,0.41630325646429606,0.5053804541672526,0.16591401624944674,0.30845522899484723,0.49497628013144174,0.2877026268472145,0.0,0.4568905150680626,0.43146183443310193,0.4888635927456307,0.4197057339894534,0.0,0.4504888981401102,0.0,0.3282717671217162
2015-05-31,0.5037005774489602,0.5067722873482278,0.4245028783583684,0.5072373436279216,0.4240806852232777,0.0,0.23103684857859585,0.0,0.5161645315718763,0.44368754681154005,0.39137143127230417,0.30036902591979736,0.0,0.3714816619827413,0.5035434061162081,0.23983013524608784,0.0,0.0,0.38760432006411866,0.0,0.0,0.0,0.4266397652190801,0.0,0.3896551936336848,0.5063294493408965,0.5373511902574315,0.28083810436242607,0.05355226766404404,0.3010688345629605,0.0,0.4486361834784773,0.0,0.4173083952683008,0.5166419445957119,0.0,0.4005618529285844,0.5010653857077934,0.0,0.4544570934686948,0.0,0.17592791469877186,0.47089939221837535,0.2155058819138297,0.0,0.3826731506776613,0.47356934132770445,0.3239553304854314,0.3757944163396467,0.4500690105877417,0.0,0.3288285187040669,0.5319533847061417,0.2583434863860813,0.3730392509932941,0.3700196192526976,0.40609465780439846,0.45350453648962785,0.2010237744518553,0.0,0.48558969704446026,0.5234806039825646,0.38025148180312496,0.41883939010647636,0.4137536167627648,0.0,0.0,0.44324208340746857,0.47838261922470443,0.41131035211729344,0.28309872817388937,0.07606858632531253,0.0,0.4945912187415131,0.29876975173020437,0.0,0.41622533545033397,0.0,0.2246572363142252,0.1710107100419745,0.2861140548718867,0.38252775044224135,0.0,0.42218344222017057,0.0,0.28709296585663285,0.0,0.4649397772856756,0.5229772725639653,0.3736533630142846,0.5176265971071291,0.3384520564912483,0.0,0.0,0.44617334088742566,0.0,0.3202637181936621,0.39751400088754635,0.0,0.0,0.0,0.0,0.0,0.4850171299155358,0.33759391395989297,0.0,0.3730628797920211,0.42260062013040756,0.557692732998706,0.0,0.0,0.0,0.5243750175599559,0.0,0.49482658880660546,0.28154540666797967,0.0,0.0,0.0,0.2980958690146143,0.0,0.4257433344304327,0.1696984543160577,0.3612522888131117,0.4181074182308507,0.0,0.4888396369610537,0.503389339555291,0.253248637705244,0.3166013001063893,0.5004442906766844,0.334432407062457,0.0,0.4754900162829561,0.4273643256740782,0.46439095544944653,0.42196752282129707,0.0,0.44839728025101466,0.0,0.36739324233502874
2015-06-30,0.4997280468088522,0.4979379629948844,0.4032984676935473,0.5145974824134043,0.4311688951433246,0.0,0.30476890105217236,0.0,0.5235141701087332,0.4492978364086939,0.3978114202710922,0.31932827557927285,0.0,0.3668661623769132,0.5135416489656917,0.23484474313626252,0.0,0.0,0.3948256829036322,0.0,0.0,0.0,0.40663625898015454,0.0,0.3940655012692103,0.5160287809640243,0.5405318986269619,0.32122348746650164,0.0649030302420885,0.2982467305428354,0.0,0.45643046914023705,0.0,0.42243277267692,0.5264550661202128,0.0,0.4051756043420308,0.5000478538548703,0.0,0.4569468545701677,0.0,0.1639541488068835,0.46105197557170663,0.21437935128364524,0.0,0.377479608960959,0.4653830908006421,0.31514713987746623,0.3842852479908966,0.45680920392624436,0.0,0.33025404809389886,0.552368107321861,0.23921591519606156,0.3696349617207605,0.35085868231767686,0.41184423476845533,0.44546555113468056,0.18300706234617375,0.0,0.49401916710263233,0.532669237781474,0.38470352230809846,0.4166272719742347,0.41775375310572244,0.0,0.0,0.446268497745219,0.4874807071536586,0.4116519166872422,0.2832052343822924,0.06429888903532972,0.0,0.4933931289695657,0.3058565513206498,0.0,0.42866537882810474,0.0,0.2297990924948603,0.1670789201444774,0.28287494564030574,0.3478024145775843,0.0,0.4046001230799985,0.0,0.28315309179332593,0.0,0.4036409944637688,0.5307001445887087,0.3721978195546941,0.5077042220781071,0.35213280948821113,0.0,0.0,0.45241970395214437,0.0,0.32880357143874006,0.39173539286622283,0.0,0.0,0.0,0.0,0.0,0.47219054458449344,0.32483115026459625,0.0,0.37307878044369747,0.4309345920577039,0.5667836273900749,0.0,0.0,0.0,0.5243518875667013,0.0,0.46765949511075067,0.285026706437309,0.0,0.0,0.0,0.29900891735120405,0.0,0.4273998460818859,0.17103262726676038,0.36505041068122646,0.43214293466991627,0.0,0.4915631011428223,0.5143446065801787,0.22964662094273453,0.31674786353681383,0.5089336450319607,0.3428210198362399,0.0,0.48383920991846446,0.4221667227973608,0.46951157981334685,0.4310032273969005,0.0,0.4430078264171203,0.0,0.37616588562596676
2015-07-31,0.48397451482943865,0.48578293984049664,0.37651546067525754,0.5209797826437883,0.42608400607939767,0.0,0.29992564654223086,0.0,0.5314286014086237,0.42837939694587707,0.43645667818076767,0.3183536505339751,0.0,0.3574403050374808,0.5198077341763252,0.1745035437939648,0.0,0.0,0.4294177375396604,0.0,0.0,0.0,0.42428890797077334,0.0,0.3937678599836728,0.5480807382393484,0.548746750361156,0.3226747843706478,0.07674972279775934,0.30539657539410536,0.0,0.45609392936046944,0.0,0.43441200669395497,0.5678101166034678,0.0,0.41185183677043097,0.5042708631002418,0.0,0.47920518445777716,0.0,0.19165503780272133,0.44843900320352803,0.08463635095143222,0.0,0.40048258616612253,0.4816596082728611,0.3429211693663193,0.38387353344302944,0.4557113362306964,0.0,0.3327497843846679,0.5517453858787434,0.33729041940492077,0.3600743947698434,0.33685895969124446,0.4121045148746587,0.42390962710235625,0.17446399488623202,0.0,0.47813700957640154,0.529963921807544,0.3883823464903248,0.4492429564882332,0.4288766779193878,0.0,0.0,0.43251752040586944,0.49751941271394606,0.4060660545242499,0.27384434047874096,0.035607113270312185,0.10735768442665722,0.4988274686732363,0.30970389253041847,0.0,0.4340725212723128,0.0,0.25418985477564043,0.19516817207738693,0.30652177905868616,0.3240694553379086,0.0,0.3862099741044492,0.0,0.34507314254081756,0.0,0.4458651952240277,0.5313786756936948,0.4863643000780874,0.5290865508757197,0.3486987294660421,0.0,0.0,0.4303889617550782,0.0,0.3633772809404525,0.4232028279152249,0.0,0.0,0.0,0.0,0.0,0.502239171168548,0.32867927624181226,0.0,0.3904356580595223,0.4309456939762366,0.565493333998851,0.0,0.0,0.0,0.5001858674947056,0.0,0.4481457637810157,0.3081217323692623,0.29304535815484084,0.0,0.0,0.3236854910562629,0.0,0.4238922280593644,0.2534151806451817,0.3288658246449794,0.43039051564920794,0.0,0.4937293875827597,0.5273258099137837,0.2823571607667102,0.3246053964308107,0.5123991313952958,0.38117961647367254,0.0,0.4856696118076023,0.42174911463099407,0.47950916311654834,0.44353335118440046,0.0,0.4411313881411574,0.0,0.3653807375747567
2015-08-31,0.46666887941605467,0.4755540097398301,0.36081755058872544,0.5413410718946656,0.424567707757258,0.0,0.2973789107953369,0.0,0.5334195967789598,0.430480729749222,0.43612918430794256,0.30713120519943954,0.0,0.35325334473790004,0.5237650978378722,0.28531062114235506,0.0,0.0,0.43597005756667495,0.0,0.0,0.0,0.4037488432158107,0.0,0.3958070092999948,0.5534897769279549,0.5515398377454608,0.32308182265848,0.08963058704059329,0.3111296682827018,0.0,0.4579148776947962,0.0,0.4366577432339115,0.5746899804615345,0.0,0.4135881393086996,0.5063342424138347,0.0,0.479227492144647,0.0,0.18320129669379095,0.44158945702170027,0.08377442950124948,0.0,0.39727397639794576,0.4860445162819895,0.33408544099682524,0.3862360545208048,0.4574429102590699,0.0,0.3195883973040341,0.5543377471087118,0.31656326264433543,0.3545951777478785,0.3258121937066919,0.41394612054861235,0.40613464547551237,0.1688548113051163,0.0,0.4814738645994801,0.5319315777334673,0.3901785706930108,0.44489830890487436,0.4283850403442181,0.0,0.0,0.4331069445693957,0.5003570209854785,0.40372436828996267,0.2701664035405932,0.03040356550582272,0.08477294604018322,0.5000429541846071,0.31485928097429333,0.0,0.44156174871270054,0.0,0.25674865008190384,0.16607554559039672,0.3033068508013018,0.3085000838156805,0.0,0.3708916887526009,0.0,0.3328563693045609,0.0,0.444096040548297,0.5430305527885222,0.47987853464261504,0.5259853992536278,0.3523168295423472,0.0,0.0,0.43317126184331695,0.0,0.3620369387868947,0.42366947485373674,0.0,0.0,0.0,0.0,0.0,0.5002265532543221,0.321267511377071,0.0,0.4045915852807526,0.43367674304529563,0.5660055090808752,0.0,0.0,0.0,0.49760295047054104,0.0,0.4348395657528007,0.30552353767328977,0.3166106654746908,0.0,0.0,0.3222091928911607,0.0,0.42341201482914503,0.25499548884888834,0.3308336045948835,0.4219661331996176,0.0,0.49303090005662714,0.531761771354446,0.2923486139539705,0.3248023553044735,0.5143398710557923,0.39033094853813505,0.0,0.49031498534710816,0.41005806025929853,0.4824300717990631,0.4447168301550851,0.0,0.4295167320459824,0.0,0.40133811492978144
2015-09-30,0.4456241333524454,0.4630696281041706,0.3452479786153539,0.5434688983182242,0.4113815775656221,0.0,0.23765740196524796,0.0,0.526764967298841,0.42837397795859933,0.4271221230318435,0.29239441138352174,0.0,0.34551408760674435,0.5190001299572338,0.2561101855372801,0.0,0.0,0.4385248867308902,0.0,0.0,0.0,0.35984266965786527,0.0,0.3890904294887627,0.5516556338194604,0.5484457737185098,0.32155585111587115,0.10267581304250424,0.2876493711397183,0.0,0.452987718510342,0.0,0.43451778881286535,0.5749561271866062,0.0,0.4118049644844935,0.5020779074391267,0.0,0.47375495423942143,0.0,0.1789283206985311,0.43266567503941805,0.08234717017124221,0.0,0.3994750169354959,0.4840159242020653,0.32308340749034375,0.3812459695526279,0.4519874935777835,0.0,0.3219307002106851,0.5494572594847023,0.2930498190444027,0.34268521117966316,0.31399999938803,0.4107878973257236,0.3885674967996027,0.1631139079093227,0.0,0.478026897045024,0.5226222230151565,0.3858576545175625,0.4254516231146076,0.41921457787549415,0.0,0.0,0.4295465125091982,0.49498226856831046,0.3952000743250581,0.26067576620692123,0.02734093174606265,0.08962540618336769,0.4964800498430935,0.3181291281752316,0.0,0.4433500984314285,0.0,0.25290090479924193,0.15909586113948052,0.3018856182923742,0.2909817102451167,0.0,0.3550549722061249,0.0,0.31631949353078725,0.0,0.43039654130166516,0.5439054447825934,0.46405414888523977,0.5148001367322073,0.3413095037067578,0.0,0.0,0.42953995324003846,0.0,0.3601960503372317,0.413430221184704,0.0,0.0,0.0,0.0,0.0,0.48807301283329796,0.31161138963983126,0.0,0.3942501217722151,0.4300894047553886,0.5578785274263153,0.0,0.0,0.0,0.4916034925734035,0.0,0.4188003765001592,0.2912342146078247,0.3190027390185636,0.0,0.0,0.31746057361303326,0.0,0.4188545745268936,0.2476310078477254,0.3307745053448633,0.40394857708888815,0.0,0.47185951246469054,0.49779499745575967,0.28439446103066274,0.3213265377375419,0.5159034567947096,0.37823447466066984,0.0,0.4880929188075205,0.3928509880849258,0.48235470893552573,0.4343604701731382,0.0,0.4109766844095291,0.0,0.39856195861020327
