,0_short,1_short,2_short,3_short,4_short,6_short,7_short,8_short,9_short,10_short,11_short,12_short,14_short,15_short,17_short,18_short,19_short,21_short,23_short,24_short,25_short,32_short,33_short,34_short,35_short,36_short,37_short,38_short,40_short,41_short,43_short,44_short,46_short,47_short,48_short,49_short,50_short,51_short,52_short,54_short,55_short,57_short,58_short,59_short,60_short,61_short,62_short,63_short,64_short,65_short,66_short,68_short,70_short,71_short,72_short,74_short,75_short,76_short,79_short,80_short,82_short,85_short,86_short,87_short,90_short,91_short,92_short,93_short,94_short,95_short,96_short,97_short,100_short,101_short,102_short,103_short,104_short,105_short,106_short,107_short,111_short,113_short,114_short,116_short,117_short,118_short,121_short,122_short,123_short,124_short,125_short,126_short,127_short,132_short,133_short,135_short,137_short,138_short,139_short,141_short,142_short,143_short,144_short,148_short,149_short,152_short,naive_ave_pnl
2012-01-31,0.0,0.0,0.4402070557233811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23557621521159855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567323850299208,0.4953374272717294,0.0,0.0,0.0,0.0,0.5456858193718891,0.0,0.3786140192927125,0.3710050995731017,0.2988625664222489,0.2954809815737685,0.33172926416270954,0.36702175803962694,0.0,0.0,0.0,0.2579164353642058,0.537027438151793,0.0,0.0,0.0,0.22078860320212923,0.0,0.0,0.0,0.0,0.4253420804343762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33441191531524606,0.0,0.4044110511550476,0.5212361580981713,0.47436067743102667,0.4992820740025483,0.06169793147139901,0.5110618742444184,0.0,0.3907257019389134,0.0,0.0,0.0,0.464245657168557,0.0,0.5006175032576808,0.0,0.417608519026767,0.3855032614826946,0.0,0.0,0.0,0.0,0.4714516559257271,0.0,0.29583695069424226,0.4819956937258466,0.41973882211976155,0.0,0.1894132308206033,0.0,0.5745812306340069,0.19817826589979964,0.0,0.0,0.0,0.18767282441173638,0.0,0.16727152025797348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34529395568275445
2012-02-29,0.0,0.0,0.41948938951472886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21677799661272043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534631665302063,0.47263239127336526,0.0,0.0,0.0,0.0,0.45892784218588545,0.0,0.37321554972776283,0.36392837922064614,0.2752491911599903,0.28826895550607096,0.2411414455958355,0.31779264409481117,0.0,0.0,0.0,0.24744685688887055,0.5308232587667804,0.0,0.0,0.0,0.2141521825770822,0.0,0.0,0.0,0.0,0.390553926091702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3344227515512763,0.0,0.3472483839517228,0.5027037554654323,0.4196380310986785,0.4421600679063927,0.06255308889900871,0.48847255707776055,0.0,0.38820873709423837,0.0,0.0,0.0,0.4045784168150742,0.0,0.45922408159319933,0.0,0.39195038128333043,0.38432812621874396,0.0,0.0,0.0,0.0,0.47271668322951943,0.0,0.28297879477501564,0.47616833632617095,0.416290684431817,0.0,0.17639519123654507,0.0,0.5545281684298249,0.20414647064004862,0.0,0.0,0.0,0.17481501684151668,0.0,0.1599418318168975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326726209839703
2012-03-31,0.0,0.0,0.39602816547818726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151256648318296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577263362944192,0.43410241581456976,0.0,0.0,0.0,0.0,0.4285100767118627,0.0,0.3750010245873979,0.3596185359699769,0.2647668312033873,0.2812549054174129,0.19382004199305894,0.3112900024992704,0.0,0.0,0.0,0.24810801107525332,0.5206963712526061,0.0,0.0,0.0,0.2120709739008733,0.0,0.0,0.0,0.0,0.3527432169591764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3340002379012366,0.0,0.29557896257982597,0.4596966114696484,0.38198891699143867,0.4066544682837779,0.06421687787598301,0.4600733376682804,0.0,0.3887728735974919,0.0,0.0,0.0,0.35016628719025567,0.0,0.4158724680382481,0.0,0.38213882917820624,0.38389231893579573,0.0,0.0,0.0,0.0,0.4663294205945316,0.0,0.2785545590390403,0.46707318415688875,0.41540288880813875,0.0,0.17067135690603855,0.0,0.5074505800603077,0.20796960402104858,0.0,0.0,0.0,0.170786858041034,0.0,0.1592319323206906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3241621565174077
2012-04-30,0.0,0.0,0.44184039951262905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24742270599858746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2803895128566223,0.4122106476934406,0.0,0.0,0.0,0.0,0.4531481987307385,0.0,0.40970244483298024,0.3572032974802808,0.2914443267865425,0.3162179796238182,0.29373944147985565,0.3440768633654324,0.0,0.0,0.0,0.24941416664581642,0.5743547019860359,0.0,0.0,0.0,0.24226479425025116,0.0,0.0,0.0,0.0,0.35837001426957854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273639121212981,0.0,0.31105596664096363,0.45928766306707414,0.41867211356985556,0.45156536732616603,0.3105057518602806,0.40634893036710173,0.0,0.4114640176384424,0.0,0.0,0.0,0.34781963987169995,0.0,0.521179867170522,0.0,0.42042021289450704,0.38024772887078573,0.0,0.0,0.32307072231620554,0.0,0.45290563813943474,0.0,0.27680165989487626,0.469717886940119,0.29018906640429587,0.0,0.1909744595891071,0.0,0.4679724520361627,0.4985066970385912,0.0,0.0,0.0,0.21725351795483444,0.0,0.1634287795585929,0.0,0.0,0.0,0.0,0.0,0.2396186789687179,0.0,0.0,0.34245646007525954
2012-05-31,0.0,0.0,0.4910627669897886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3527398320975907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331322818499763,0.4072173755566905,0.0,0.0,0.0,0.0,0.5183590117488279,0.0,0.5276408499766447,0.2819572030354653,0.286151346307263,0.28705494222296263,0.3403227119125016,0.41630630873998037,0.0,0.0,0.0,0.28483574330758354,0.5689181737857731,0.0,0.0,0.0,0.3529682889982139,0.0,0.0,0.0,0.0,0.4585119839086938,0.0,0.0,0.0,0.5070678885522705,0.0,0.0,0.0,0.0,0.0,0.36474897141665397,0.0,0.4548745186629382,0.526301236609895,0.5286183172833083,0.5500691574660377,0.393672176440363,0.4386428489630651,0.0,0.5480207786222748,0.0,0.0,0.0,0.4133454260521619,0.0,0.5603481449721195,0.0,0.546704131190431,0.39397857304691,0.0,0.0,0.47912714556118635,0.36207565188536456,0.4374094725057069,0.0,0.29829536146526947,0.5107461831676879,0.4479277830670959,0.0,0.282571840284355,0.0,0.5907405041473945,0.4890926410366271,0.0,0.0,0.0,0.19816527960565206,0.0,0.35825158497875387,0.0,0.0,0.0,0.0,0.0,0.4379828566800386,0.0,0.0,0.40919690047381296
2012-06-30,0.0,0.0,0.5205921558830348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30900083242292337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31525582176124056,0.4082008698134514,0.0,0.0,0.0,0.0,0.5484647323726215,0.0,0.535497580858689,0.2864703380220466,0.285953731982513,0.2748518714991551,0.34970110955260103,0.46274327021841705,0.0,0.0,0.0,0.2691144490690197,0.5656075193813047,0.0,0.0,0.0,0.36843900949009545,0.0,0.0,0.0,0.0,0.48255479799819295,0.0,0.0,0.0,0.4716094466120371,0.0,0.0,0.0,0.0,0.0,0.3185436120222144,0.0,0.44944405250610336,0.48977143183253347,0.48730132697655154,0.550764549878988,0.364270628566159,0.48910107078148246,0.0,0.5658175483973288,0.0,0.0,0.0,0.42887493359916873,0.0,0.5628331582716354,0.0,0.5618897647597204,0.36380427243958885,0.0,0.0,0.4881445903685421,0.3610950267694112,0.4238460910640952,0.0,0.2929653300225802,0.5105960999170619,0.42532781014787074,0.0,0.340122482956844,0.0,0.59315049867659,0.4724385230329454,0.0,0.0,0.0,0.19034700305316754,0.0,0.32369370813555326,0.0,0.0,0.0,0.0,0.0,0.3409693496450839,0.0,0.0,0.4269269330391961
2012-07-31,0.0,0.0,0.47683067486666475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2659050555690128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34203716998859995,0.40891667897410944,0.0,0.0,0.0,0.0,0.5068699192998762,0.0,0.5040211486853181,0.2870987188305462,0.2858995980589305,0.2669747268780193,0.34378265355966764,0.49365705069270105,0.0,0.0,0.0,0.2607761796607022,0.49326375863655836,0.0,0.0,0.0,0.3239056157511076,0.0,0.0,0.0,0.0,0.45556729938487733,0.0,0.0,0.0,0.4643150645404288,0.0,0.0,0.0,0.0,0.0,0.37396478212817796,0.0,0.4579602154283165,0.47717470867378137,0.4822557387562387,0.5742818612041638,0.32428929065279344,0.4923230597808025,0.0,0.548700718789946,0.0,0.0,0.0,0.3607874107750268,0.0,0.5864468337318762,0.0,0.5481020411486061,0.30243130934814055,0.0,0.0,0.45918778678412975,0.3170517244361428,0.4126649976499023,0.0,0.27990375424416913,0.5332023906063376,0.39130681608487333,0.0,0.2546781313916703,0.0,0.5377007567934124,0.44563996414533774,0.0,0.0,0.0,0.2583592313393264,0.0,0.2555080700031392,0.0,0.0,0.0,0.0,0.0,0.29924668199607546,0.0,0.0,0.3461794670734713
2012-08-31,0.0,0.0,0.47245140215071907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2471740436055877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3452400717097455,0.4096754446393762,0.0,0.0,0.0,0.0,0.4628471038946226,0.0,0.48005218655721105,0.28789199601221516,0.28601108415818755,0.2620008998701754,0.33149755197930925,0.45108307607610965,0.0,0.0,0.0,0.25753899009601994,0.4887998416400363,0.0,0.0,0.0,0.2861359518607104,0.0,0.0,0.0,0.0,0.42799185246559035,0.0,0.0,0.0,0.34094633039169214,0.0,0.0,0.0,0.0,0.0,0.3467576277968184,0.0,0.42572160451909025,0.4525489628923215,0.47469457902338974,0.5652459773974063,0.3051096653148479,0.4988723778955277,0.0,0.5101841022304222,0.0,0.0,0.0,0.3426580928036529,0.0,0.560910413228396,0.0,0.5243592013483391,0.2594149108120521,0.0,0.0,0.4684332397673422,0.20927885384957695,0.40732447119053805,0.0,0.2794119385964436,0.5283101612681008,0.35635989533984613,0.0,0.20149067698872072,0.0,0.5223179798227542,0.40813662556710095,0.0,0.0,0.0,0.258169402163767,0.0,0.21875884057528686,0.0,0.0,0.0,0.0,0.0,0.3622562490211746,0.0,0.0,0.3189423942521735
2012-09-30,0.0,0.0,0.466526963170637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423177384168742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35139995799954,0.41082163086146,0.0,0.0,0.0,0.0,0.41783352964815834,0.0,0.45692721689843374,0.2883970559471304,0.28666386266636135,0.25985637490545505,0.31480191227480026,0.42338803925881063,0.0,0.0,0.0,0.2576463466818771,0.482818081329179,0.0,0.0,0.0,0.26782998528976326,0.0,0.0,0.0,0.0,0.40453168387778626,0.0,0.0,0.0,0.29726775144641265,0.0,0.0,0.0,0.0,0.0,0.3425506966874263,0.0,0.39352826913842975,0.4277005954850897,0.46108736237553316,0.5553358351307089,0.29947683197466185,0.5024683396961813,0.0,0.4694459419250598,0.0,0.0,0.0,0.33587489488364025,0.0,0.5267141065545796,0.0,0.4976719875848631,0.24396579395806522,0.0,0.0,0.45707044611715963,0.15313674320613388,0.4058364018840453,0.0,0.27993663974757427,0.5236227706927479,0.3366603646254713,0.0,0.18159779927610806,0.0,0.4954650829663485,0.3780900399348422,0.0,0.0,0.0,0.2599486991569518,0.0,0.21326006343184975,0.0,0.0,0.0,0.0,0.0,0.359918486480648,0.0,0.0,0.3046268193722085
2012-10-31,0.0,0.0,0.48162124735011747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925048963429379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37193052352405886,0.42010975685198876,0.0,0.0,0.0,0.0,0.40326778646363814,0.0,0.4782867623981267,0.28884939034641344,0.2181706818838502,0.27951091518014776,0.3352297840377826,0.4044052746830418,0.0,0.0,0.0,0.28492510981942654,0.4375913141646441,0.0,0.0,0.0,0.4012142437748327,0.0,0.0,0.0,0.0,0.33961895177968066,0.0,0.0,0.0,0.3930819505905775,0.0,0.0,0.0,0.0,0.0,0.4129296293660396,0.0,0.363858869121364,0.4478477866279089,0.44242199280642963,0.4627440469591586,0.3242050570389698,0.48046394256101166,0.0,0.4872608476277829,0.0,0.0,0.0,0.30173897523074045,0.0,0.5158749402308879,0.0,0.4732547172120144,0.37224637624235674,0.0,0.0,0.4698861554410371,0.38996504627480744,0.4059750869189461,0.0,0.2795305235463934,0.4461687340523252,0.36494569780264674,0.0,0.3810697317983199,0.0,0.4423640005384804,0.3213416241328722,0.0,0.0,0.0,0.26323338742529007,0.0,0.18928033052785875,0.0,0.0,0.3408191543378062,0.0,0.0,0.3599168302852089,0.0,0.0,0.23728971591630604
2012-11-30,0.0,0.0,0.5189890079817188,0.0,0.0,0.312535667722141,0.6228836919714094,0.0,0.0,0.0,0.0,0.0,0.0,0.25197215763586406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028399014772231,0.6030797212367899,0.0,0.0,0.0,0.0,0.5042881900590823,0.0,0.5253848325128269,0.2872692431752967,0.28383781520226437,0.27360355356508526,0.36833461245834903,0.36272205344651004,0.0,0.0,0.0,0.35456019276190076,0.4860216760208899,0.0,0.0,0.0,0.4083096208906092,0.0,0.0,0.0,0.0,0.4126886377475251,0.0,0.0,0.0,0.44872524641850137,0.0,0.0,0.0,0.0,0.06015083815231637,0.4303839144633369,0.0,0.4974509022420268,0.5101144759170206,0.4872989605704046,0.5116263895752002,0.3834597563065716,0.5229343121551719,0.5655711616213357,0.5529022240580226,0.0,0.0,0.0,0.37112378334840723,0.0,0.5423087635760685,0.0,0.5439398731925829,0.33613672549531504,0.0,0.0,0.47586089327826353,0.5741913243421685,0.40584387801669747,0.0,0.3631140453884,0.4670488523407079,0.4552146458461182,0.0,0.4430985906582273,0.5575478742396416,0.5463673120485255,0.32503340015892945,0.0,0.0,0.0,0.29980022958708485,0.0,0.27139364882365896,0.0,0.0,0.42994525398931555,0.0,0.0,0.3616516786703846,0.0,0.0,0.3451517778891735
