,2_short,3_short,9_short,10_short,11_short,15_short,19_short,20_short,22_short,25_short,29_short,30_short,31_short,32_short,33_short,34_short,35_short,37_short,39_short,41_short,43_short,44_short,45_short,46_short,49_short,50_short,55_short,59_short,60_short,63_short,64_short,65_short,70_short,71_short,72_short,73_short,74_short,75_short,76_short,77_short,78_short,80_short,81_short,82_short,84_short,86_short,88_short,91_short,92_short,94_short,96_short,101_short,102_short,103_short,106_short,108_short,111_short,123_short,124_short,125_short,129_short,130_short,131_short,132_short,133_short,134_short,137_short,138_short,139_short,140_short,141_short,145_short,147_short,148_short,153_short,156_short,157_short,158_short,159_short,160_short,164_short,165_short,166_short,170_short,171_short,173_short,174_short,178_short,179_short,181_short,187_short,188_short,189_short,191_short,192_short,197_short,198_short,199_short,200_short,201_short,203_short,205_short,210_short,211_short,213_short,216_short,220_short,223_short,224_short,225_short,230_short,232_short,237_short,239_short,241_short,243_short,244_short,245_short,246_short,249_short,250_short,251_short,262_short,263_short,264_short,265_short,naive_ave_pnl
2014-08-31,0.4269914681766799,0.0,0.0,0.2638998077053539,0.42095957270306883,0.0,0.0,0.3228124033444563,0.46250364534318444,0.21401667902590318,0.0,0.3354984453274287,0.31720428880724966,0.0,0.3234862017423853,0.29174928712815,0.0,0.20295635107010418,0.4104053962140268,0.0,0.0,0.4240775706794048,0.4671623371117519,0.0,0.4325883820420805,0.0,0.0,0.0,0.32002407521155407,0.15482877648920954,0.0,0.3676083968526624,0.41450381371157363,0.3727047281544549,0.21480178493981436,0.0,0.2713728938422124,0.0,0.32117406438744134,0.0,0.0,0.3056042620096752,0.30580869435055935,0.0,0.3717069920261096,0.43602786272782695,0.40605555162999474,0.0,0.36038137507547435,0.0,0.3324108160265555,0.42731455100850707,0.3309889492356115,0.0,0.0,0.4295988208168326,0.3085882188761301,0.39722432781508793,0.3994675965474165,0.38059640783464566,0.2545302099987987,0.17844475632432907,0.19325906167507226,0.3933980084312111,0.3689337499705651,0.0,0.3916700844528321,0.0,0.36905822425896984,0.030124592532724977,0.3721427103044666,0.41775362810126976,0.3825438408066718,0.2991472347440547,0.0,0.0,0.0,0.0,0.0,0.2850714168658296,0.3128679853702169,0.0,0.4324248700733505,0.3674883056140868,0.277677207866424,0.0,0.34619782770141994,0.0,0.0,0.0,0.34948401540636337,0.46006943731928707,0.31868974903352,0.0,0.23641175498978553,0.28514766520670387,0.31863985553926205,0.36520676914323874,0.0,0.0,0.37649823415629086,0.0,0.30843664934552706,0.0,0.34299077549344625,0.0,0.28989050080867074,0.25791445782647016,0.22313497829533918,0.16592007606577255,0.3207245990996116,0.35392751779081144,0.0,0.3275094987894998,0.0,0.0,0.46533757520438324,0.2357746927538287,0.3763627691144922,0.0,0.0,0.2543833692935206,0.30275046401196154,0.0,0.0,0.35763178777355376,0.24500606883219747
2014-09-30,0.43676351317594775,0.0,0.0,0.2591778653115131,0.4529101539758556,0.0,0.0,0.3242589023890049,0.46709211774785797,0.208074651934758,0.0,0.3410120048264891,0.3235772697642502,0.0,0.39063428415906565,0.3028480782824955,0.0,0.20276320851333937,0.416207750716614,0.0,0.0,0.43834249349547827,0.4636572628942426,0.0,0.4335898907371757,0.0,0.0,0.0,0.32063398906764556,0.16689543365762186,0.0,0.37201577834821814,0.4140691839819497,0.38466071627392684,0.21419103815592475,0.0,0.25871272741619805,0.0,0.30748164819392354,0.0,0.0,0.3071058060586447,0.31315314600315,0.0,0.38269561645848843,0.43730873734972736,0.41641113744440145,0.0,0.3727775074822134,0.0,0.33801809976229846,0.4292965506640229,0.3043914509084633,0.0,0.0,0.44219424202572144,0.3124671817290175,0.40964297156488405,0.3931038108135876,0.38330502756123686,0.2967805263201333,0.17524199529326284,0.19037508710633094,0.38160126427831387,0.37870973121602,0.0,0.4014316584540343,0.0,0.37459482382114634,0.06469003494767397,0.33146015713584304,0.4281284601802965,0.3836320734640554,0.3147607264963927,0.0,0.0,0.0,0.0,0.0,0.2708325863410187,0.3789781868001055,0.0,0.43942388818336087,0.3810118587330116,0.2960360598301099,0.0,0.3606726241580519,0.0,0.0,0.0,0.3559786229460914,0.4575680277901071,0.34552355696805137,0.0,0.23611123915460835,0.29110826242911736,0.33159763056396463,0.37610387485612734,0.0,0.0,0.3769426179503418,0.0,0.299215126338933,0.0,0.3277424760042018,0.0,0.2958817894897121,0.2907617942925974,0.23350964670763869,0.17061965458486583,0.32839341369973984,0.3614763021915821,0.0,0.314075438451769,0.0,0.0,0.4932882925269827,0.2659267120006455,0.3610112725310846,0.0,0.0,0.27096289688817365,0.31859053945292076,0.0,0.0,0.3648668552614205,0.24970038680093787
2014-10-31,0.47864245364540475,0.0,0.0,0.23779502134786665,0.43707834770868603,0.0,0.0,0.39302830899728913,0.49252911472882666,0.20044846837506833,0.0,0.3934306374416062,0.37046441826106263,0.0,0.4304028007966033,0.31510411702311775,0.0,0.22740443164047738,0.4388179141272781,0.0,0.0,0.4253204474649488,0.5229710773821089,0.0,0.40245044828408644,0.0,0.0,0.0,0.3647817295751693,0.31977923937358727,0.0,0.3806477395766173,0.3736803580858612,0.3915439976478797,0.2714275662661225,0.0,0.21763548304771052,0.0,0.3681626255389929,0.0,0.1071596401030806,0.3111698689397476,0.4044311469548164,0.0,0.41681404223740287,0.4185640130327691,0.4253293734663721,0.0,0.4142448984409932,0.0,0.4103520652563174,0.4627427050474121,0.4095240034446102,0.0,0.0,0.42870799523677544,0.33561513935759685,0.44776418440491467,0.41876262664440245,0.41915004199324485,0.32770420799818206,0.1705191620506015,0.19866144964946372,0.375592146703924,0.4008931999179869,0.0,0.42324105939687856,0.0,0.4612262056903538,0.1348109934203051,0.36991293723885466,0.4083462204815199,0.42879754247438207,0.3459048710710488,0.0,0.0,0.0,0.0,0.0,0.32118933014447104,0.4991059016209929,0.0,0.451863290531863,0.4491946201024833,0.2878622836534545,0.0,0.38645960803893065,0.22683059302970418,0.0,0.09356275762249883,0.3775942418032056,0.44644562004383215,0.3578079817692785,0.0,0.3302230204932997,0.3337031445912153,0.3781783723371491,0.4176585239763752,0.0,0.0,0.3753276673045934,0.0,0.3703597187430822,0.0,0.38948251322804106,0.0,0.32597990052138887,0.4007844853699692,0.24048575850681392,0.17252772343119757,0.3072979461058236,0.4149096387047192,0.0,0.30991487496438086,0.0,0.0,0.6195081591868579,0.35724684869910944,0.4012838662676769,0.0,0.0,0.42654093524471925,0.35376841927819386,0.24319431496965033,0.0,0.40146404350691495,0.3000807359252065
2014-11-30,0.4696059849295549,0.0,0.0,0.24440985399286716,0.4477080763161326,0.0,0.0,0.38903715220533086,0.49277570235949153,0.20481738099096827,0.0,0.39603228837990245,0.37484804183246123,0.0,0.4252434987141479,0.3110142352332155,0.0,0.2350432400021638,0.4391456172115618,0.0,0.0,0.418586570861996,0.52294314649646,0.0,0.40750389798592995,0.0,0.0,0.0,0.3675364660662938,0.31788531042548085,0.0,0.3831048929020532,0.38191684903108,0.38617630633071093,0.27434162316977406,0.0,0.18061381432047863,0.0,0.3549826979959886,0.0,0.10620624360372816,0.3176191826964849,0.3986481427237926,0.0,0.41744981411213566,0.4187090593511269,0.42707125382601074,0.0,0.4183062032560856,0.0,0.40941042351021995,0.46410941686065005,0.4172695447616426,0.0,0.0,0.4337665814715962,0.34263659449610573,0.45306012637578147,0.41694316330650616,0.4244580800484601,0.31443106707074947,0.17545325442895204,0.1993135637770953,0.3783239104542587,0.3989873025359161,0.0,0.43221876643658735,0.0,0.45546867559415033,0.1190786284116648,0.35986045008390605,0.40546769136654237,0.42541599150384307,0.3475606885932299,0.0,0.0,0.0,0.0,0.0,0.2995769984906345,0.4832281955971559,0.0,0.44772625521788795,0.4524946235067366,0.2921319729238289,0.0,0.3847376070057752,0.23611057047124398,0.0,0.09624663880723665,0.37354107597772646,0.44760977035687816,0.3524143603990447,0.0,0.3218490896985064,0.3393942335792303,0.38588630388093564,0.42215723645550757,0.0,0.0,0.37823782052938626,0.0,0.357044760896205,0.0,0.36529782251711046,0.0,0.299139324862408,0.37652214734078254,0.25290748065849433,0.18354618192037542,0.3100976701760995,0.4119265316537361,0.0,0.3094143131064257,0.0,0.0,0.6211260256135614,0.3488317536929088,0.39168145802568105,0.0,0.0,0.40520667435603663,0.3523697541170164,0.18121802207314017,0.0,0.39646905303329166,0.3010126873136077
2014-12-31,0.47894119858658507,0.0,0.0,0.22714352530101733,0.42155694390556475,0.0,0.0,0.3901639887529895,0.47331760289884556,0.1998371292442017,0.0,0.4068812189284199,0.40075491638771765,0.0,0.46555475571401783,0.30411357444281645,0.0,0.2377697239919492,0.45357046554522257,0.0,0.0,0.44124511690666485,0.5587074087594173,0.0,0.39720876255943216,0.0,0.0,0.0,0.45542966328401463,0.3006519863070072,0.0,0.425283615574503,0.3682420939717841,0.3813609995980637,0.34087247865943443,0.0,0.15023433477872086,0.0,0.3796491775381787,0.0,0.08808624222844641,0.3337354419872448,0.379282516701813,0.08061265088913636,0.4340428523631698,0.3895307461736039,0.44245651932058616,0.0,0.4214607566819436,0.0,0.3930633500491159,0.458331129071595,0.4978986261163119,0.0,0.0,0.47281208090585175,0.3358018441357655,0.4501693127250631,0.42068780608494766,0.41344557221019107,0.3262946611967115,0.21728711422645342,0.20150949810657331,0.3678786198182677,0.40796834369354856,0.0,0.4359288377767607,0.0,0.451974209521842,0.23021490735305455,0.43378418641808836,0.4086710596553048,0.4185210779815558,0.3714900792388037,0.0,0.0,0.0,0.0,0.0,0.34808957041669286,0.4891383187472204,0.0,0.45289825525552085,0.45235891019332164,0.3164472139037549,0.0,0.4554082005137252,0.23052344328031302,0.0,0.09052728930836901,0.4052465731858525,0.4912615276853651,0.389861829476257,0.0,0.3269167282010094,0.34898842548989184,0.41513207511609873,0.4467015337158897,0.0,0.0,0.44759900550387216,0.0,0.3988797745187518,0.0,0.3371305912450518,0.0,0.28384211758655326,0.350896869884344,0.25785906519449164,0.18032265557931,0.32973627732504196,0.4041802129710113,0.0,0.36168130533196463,0.0,0.0,0.615574535919862,0.4039776798887054,0.38180375366894154,0.0,0.0,0.3654004871700984,0.3533111326807014,0.26529244388641593,0.0,0.4043267579765204,0.29541541249126546
2015-01-31,0.5396073466291963,0.0,0.0,0.3333721034378648,0.43805747498057435,0.29380632050936256,0.0,0.4445817008410431,0.48267017857089034,0.2128576174886113,0.0,0.4820671915721148,0.42068730173765656,0.0,0.5216439451187183,0.4652127009329681,0.0,0.2890037139803446,0.4593721059247141,0.0764316744605086,0.0,0.4679018346170884,0.5514884390868754,0.0,0.40176595285892874,0.0,0.0,0.0,0.497951781725073,0.2854757739107255,0.0,0.4799488180766013,0.40843475880965124,0.3916818616583582,0.4540286609608472,0.0,0.1405258679108778,0.0,0.4185834566342901,0.0,0.4206786827679212,0.33785232091172734,0.38607306065229063,0.08306305082968304,0.4819226804265725,0.5289771684071087,0.4989669074918496,0.0,0.3943927273955777,0.0,0.41345348150341393,0.48763257195384035,0.49268425529756177,0.0,0.0,0.4858940896464796,0.3348226162223926,0.4441151197812592,0.4463988136075034,0.4599971109241349,0.32334942595312854,0.2724074310331701,0.33433224299978614,0.3595605040649406,0.441455083843858,0.0,0.4303084761207173,0.0,0.4514360443648634,0.23931215400413264,0.4557910683833519,0.47284048983406357,0.4996954495619159,0.41405610291057393,0.0,0.0,0.0,0.0,0.0,0.4394463017330526,0.5591896879498267,0.0,0.4731420761832394,0.5130143122789766,0.4134717557814187,0.0,0.4741998699731761,0.3524918326834125,0.0,0.16342164586170263,0.4293479048654539,0.5121392086253517,0.5277612182730326,0.0,0.38411857120230153,0.3869458394994089,0.4495831475482761,0.47671227914623837,0.0,0.0,0.4849929134566057,0.0,0.4385885005875019,0.0,0.39169203615968823,0.0,0.2772592429443998,0.37752899209758095,0.34532448726106146,0.23617616840523709,0.3938634434684639,0.4265125153160535,0.0,0.3290436972790492,0.0,0.0,0.606948234405854,0.4278170152188674,0.3820614022743785,0.0,0.0,0.4598204220149952,0.3383984725448539,0.4566099749039717,0.0,0.40340604161796045,0.3100414052136619
2015-02-28,0.5267918917599319,0.0,0.0,0.33413163722664707,0.416942934310688,0.2877714832895823,0.0,0.44940780284319576,0.47931595152410716,0.21132642814690542,0.0,0.4852908446118377,0.40499478184035953,0.0,0.5095366665756764,0.4466613670096878,0.0,0.29518522050046436,0.471623415806039,0.07749346664009174,0.0,0.4629853562321849,0.5654213743765718,0.0,0.39032043281460516,0.0,0.0,0.0,0.469822735331053,0.3849753467227913,0.0,0.4686858383417369,0.3410045325748141,0.38672280228268163,0.4347341583010733,0.0,0.1415483545547254,0.0,0.40893106866735046,0.0,0.36244387419249613,0.2558627246270285,0.3751302654648994,0.0856173240888056,0.47408507405533706,0.5264141179316094,0.4921234724874537,0.0,0.4000712499072694,0.0,0.39739294528289065,0.4893423924781993,0.49163186864981595,0.0,0.0,0.47823979890914764,0.33898777878554104,0.4389838008817638,0.41759455324167777,0.4513569654689622,0.31335640346183397,0.2740756438369287,0.31783095687595997,0.3233912624513075,0.4280692757832258,0.0,0.4332505247684238,0.0,0.45325441897715585,0.21653315445645754,0.46276011322425203,0.4753828490329286,0.4818081045004307,0.39796021659876124,0.0,0.0,0.0,0.0,0.0,0.42881638931696947,0.5541783267876585,0.0,0.46485508045010726,0.5095562007687514,0.393411259779994,0.0,0.4678957031527094,0.348687647717763,0.0,0.13316893950443898,0.4309168570502894,0.5079629368435794,0.5045370549806524,0.0,0.37119040832171707,0.3663799168182217,0.3955367468570914,0.46183885166976957,0.0,0.0,0.4692786093817724,0.0,0.4241269498430606,0.0,0.37425666508601624,0.0,0.2774919275977466,0.37102017473425863,0.3550381450460319,0.24074219605202882,0.37667908075836126,0.41699938444946677,0.0,0.32191187608954025,0.0,0.0,0.6016190252331829,0.4139468677583418,0.3821844174235087,0.0,0.0,0.44041443665465746,0.322804009754351,0.4533797046264188,0.0,0.3903643778427513,0.32545678585583243
2015-03-31,0.523910077161803,0.0,0.0,0.34302220921965587,0.4407057234051718,0.27811577237483404,0.0,0.46901359140935606,0.475233850781746,0.2090447534386008,0.0,0.507144326369416,0.39369358302535995,0.0,0.5249787200672308,0.44958658190113954,0.0,0.30128195871772256,0.5090166181257343,0.0773952811978672,0.0,0.4988163610477349,0.5664344809489377,0.0,0.33989692072435307,0.0,0.0,0.0,0.4895228508000318,0.358137900484747,0.0,0.4936089665622244,0.3994546122594292,0.3911175138647509,0.43226743273042956,0.0,0.24693796514580232,0.0,0.4408079379042831,0.0,0.4308402722529077,0.27068473200133564,0.37436011776863365,0.08673467962712905,0.4932788178468309,0.5261628602878817,0.5152463128991743,0.0,0.36536815367787495,0.0,0.3845632250434725,0.5008131770787759,0.46099572156599505,0.0,0.0,0.48089398502273994,0.34191414620902005,0.45425578561582786,0.4195784293503605,0.4875482188742713,0.38986338323089953,0.27609863547571833,0.32575068985205347,0.3374397524945549,0.43544184580652984,0.0,0.4371352667115378,0.0,0.4559032497600454,0.3943711071975845,0.4689444472796235,0.4689753613151801,0.5223182615975219,0.40752420695932806,0.0,0.0,0.0,0.0,0.0,0.46436197040964144,0.579495987586269,0.0,0.43648147050875424,0.5397500623634047,0.37670202696455324,0.0,0.48229172897111405,0.3436013721765583,0.0,0.11616546620162488,0.40485388712629516,0.49725960076426967,0.5323786435520093,0.0,0.39396938683794724,0.36435446799628096,0.388684294450159,0.466818124371254,0.0,0.0,0.48764768099314226,0.0,0.4564722364676235,0.0,0.3885582869944796,0.0,0.2927931217716123,0.4290498373429296,0.363511822301868,0.24073290667952038,0.43449911000746233,0.4090502311361566,0.0,0.31205805992277275,0.0,0.0,0.6217963329086085,0.4407396518851694,0.4360274724077108,0.0,0.0,0.42243594647600335,0.373235500374853,0.4616139719804808,0.0,0.38238842796141037,0.3372481907709404
2015-04-30,0.5099961303315609,0.0,0.0,0.3707642569516565,0.44303522522618993,0.2492691135151002,0.22528585941803278,0.45316490083686317,0.4740393767441131,0.20733748318484785,0.0,0.48929753139931864,0.4167265156418319,0.0,0.48715248391473903,0.4423942139208466,0.0,0.3095680647094719,0.47574267451466057,0.07266482776572636,0.0,0.5043786191225762,0.5424369773530178,0.0,0.3258939605081482,0.0,0.0,0.0,0.5024611651666713,0.33696390846627133,0.0,0.4826486163099953,0.3985991788638963,0.38923132911857405,0.4327377837204472,0.0,0.2304729384430879,0.0,0.432906220563429,0.0,0.4248034517072096,0.2913929542326481,0.36746550299034586,0.274424634438147,0.48251018122163114,0.4954382096999547,0.4880285264629197,0.0,0.3764578629943053,0.0,0.37765325974634983,0.4790100941936768,0.46688267034444375,0.0,0.0,0.47424080445032396,0.3459284746212785,0.4442515812111483,0.4396121361525728,0.48458037218112915,0.3934018030928784,0.27985541947130665,0.3219740417860003,0.34121870110208885,0.4523022209892712,0.0,0.4662273775500665,0.0,0.45933351106670367,0.40475941635955814,0.41603890622130735,0.4881108465912233,0.5177718024963256,0.38586483137912403,0.0,0.0,0.0,0.0,0.0,0.4219412873592562,0.569442769000287,0.0,0.46159253609814477,0.497365958685153,0.3660013198849548,0.0,0.4783180839198663,0.33883269432637075,0.0,0.11007533061390969,0.39004633640673486,0.5150054979287897,0.510537414955616,0.0,0.3804930266339382,0.35591376242395073,0.3964684495587592,0.4658994728855766,0.0,0.1970448378353533,0.4795564602262185,0.0,0.44454152547091685,0.0,0.34393621850690403,0.0,0.2931481211219724,0.4100183856793689,0.37229183526789,0.24540605854773662,0.39462851922181474,0.405076885831263,0.0,0.30935742329050325,0.0,0.0,0.5647573295844123,0.403447517893038,0.41277674887583565,0.0,0.0,0.3748825977711895,0.36794782409838767,0.4507286161729246,0.0,0.40344081683203964,0.318697932613588
2015-05-31,0.48546586272937403,0.0,0.0,0.36497158046061046,0.38473707661816614,0.2403635229493305,0.27459239471965585,0.446482070659064,0.4734847673468505,0.2057921206456125,0.0,0.4745552031229017,0.41554481469022053,0.0,0.47731600444024713,0.4314236121089217,0.0,0.3176397081378458,0.4493041726797973,0.06452292498358866,0.0,0.4924030724468689,0.5251254902373416,0.0,0.39285758753532046,0.0,0.0,0.0,0.49542639338892563,0.32201802163625604,0.0,0.46122605198350225,0.4314105365195768,0.38929785967717406,0.43721900467509117,0.0,0.23274778286037587,0.0,0.4213112993662551,0.0,0.4065514430420442,0.2904460006372879,0.3641835079115507,0.24201746473979935,0.4729145755467238,0.4955365621939291,0.4809950491320353,0.0,0.3827208969773313,0.0,0.39678306401624897,0.4735976762032821,0.47013453394557125,0.0,0.0,0.47745170279030213,0.34956082050633425,0.438269357891356,0.43938012241663116,0.4702822931744776,0.3818553849306915,0.2853621028821205,0.30507537707758664,0.3413990003158898,0.4363999334455067,0.18593863301393537,0.4707091258712641,0.0,0.46291209568737546,0.387410235209163,0.38034655560844743,0.44131724718215914,0.5010401078588056,0.3702474236777337,0.0,0.0,0.0,0.0,0.0,0.3926452459334849,0.5665013917736961,0.0,0.4630033266568223,0.4617307053377118,0.3582418617365333,0.0,0.46349060436601064,0.3341472118809121,0.0,0.10904231040409809,0.3897808968739215,0.507520588187291,0.48735221538515777,0.0,0.3620507102085877,0.3495792978601141,0.3946923135118392,0.4235104587575474,0.0,0.28153502462846375,0.4640937276261736,0.0,0.42180822762948733,0.0,0.33795804900361676,0.0,0.29496949070119416,0.38680528487093396,0.37981639905611936,0.2494208789675521,0.38198470912176524,0.40331482213394015,0.0,0.3080918059921427,0.0,0.0,0.5608853354651806,0.39190816856811966,0.4068972727719711,0.0,0.0,0.3095992556669095,0.3606663348697433,0.37964196251801474,0.0,0.4017464329226001,0.30708966996971915
2015-06-30,0.5234017011077777,0.0,0.0,0.3971913047764719,0.38046017130476784,0.300222085791169,0.29470429293610206,0.478834659368775,0.4723547401502572,0.21340556764736524,0.0,0.5130095129800263,0.42225889947081635,0.0,0.49176313763940904,0.4376133985990627,0.0,0.33904098364736185,0.5013213790754515,0.05541951766484479,0.0,0.5273162680764698,0.539881646597944,0.0,0.46645852737207744,0.0,0.0,0.0,0.5225140278485119,0.3059283384995736,0.0,0.5213529491976425,0.4894230500044162,0.3985818647329341,0.4512367770116746,0.0,0.3295576145867612,0.08550520501577166,0.433767326752547,0.0,0.3717560203410533,0.3431195873795233,0.36594178827477747,0.2254147447282665,0.49605250778507076,0.5186820160881952,0.4975885848929291,0.0,0.38857399606349097,0.0,0.39738841665699903,0.48293025535551837,0.46790484085094325,0.0,0.0,0.49222131443352096,0.36645790692924257,0.4330072227524161,0.43728613009223855,0.49075966840930857,0.39628692226603424,0.3123332951165416,0.3253138630947912,0.34974338057354815,0.45343416338394515,0.2072436963125393,0.4764567250314245,0.0,0.4665616816500891,0.371491414283433,0.40219504382365534,0.48264882556101313,0.5394763752276223,0.40124733475448476,0.0,0.0,0.19573613180868824,0.0,0.0,0.43479439160151623,0.5889758222169947,0.0,0.45226238417989445,0.5024921759201569,0.42287331549747265,0.0,0.4796997139897839,0.32814504742010686,0.0,0.18650952370966511,0.41708357293388193,0.5622986046611602,0.5315683424557281,0.0,0.40019059180896244,0.3835564843187458,0.42349453451908137,0.4591270292898782,0.0,0.3154990639391254,0.4973201578654928,0.0,0.45368415925565214,0.10373598962281255,0.313030019515393,0.0,0.31648606401137813,0.4097487837608045,0.38520465703154294,0.24446821839517138,0.4027961166602948,0.44911399869946916,0.0,0.2979393571927278,0.0,0.0,0.5631259733132686,0.40775863230683146,0.4019527231328253,0.0,0.0,0.2949580024443029,0.34924668340480153,0.4167780007148765,0.0,0.41480101834761623,0.34471946850972174
2015-07-31,0.5275030271907538,0.2474912676897039,0.0,0.394645453203278,0.38745853570809513,0.325176928145371,0.2897631882766902,0.47300971329906,0.47623977940754914,0.14317184042495343,0.0,0.5189401478093189,0.40309391190260596,0.0,0.49289509224706,0.44964452505920316,0.0,0.3620482152362178,0.4913094437097079,0.05110422662813839,0.0,0.5106521103129762,0.5417230216362932,0.0,0.3939914802007768,0.0,0.0,0.0,0.5048047965667805,0.2931618582475427,0.0,0.5318024219931489,0.49547388916671936,0.4274393343541309,0.45374397715715237,0.0,0.3114107362119015,0.23365497919790346,0.4322337206137545,0.0,0.340288229633956,0.30498014986100963,0.36649882466395284,0.2303656273966935,0.49844480971759947,0.5222440456013576,0.5021174500608759,0.0,0.4308981188678178,0.0,0.39939063629574423,0.48764699880925794,0.47108907263327415,0.0,0.0,0.5097110341976523,0.38343989131798756,0.43203576438413127,0.4115419087540585,0.5146168782471671,0.4023449355637401,0.32148558629316726,0.3149596044500893,0.34859579974075416,0.4485362963016317,0.22689750941689105,0.4726919840221619,0.0,0.47096569451688314,0.37403093730989717,0.4013594452008414,0.4984221789092365,0.5328101383973552,0.4252873633909129,0.0,0.0,0.19535131078154147,0.0,0.0,0.4341761765335864,0.6001173706309718,0.0,0.4805868881771586,0.4945511020481833,0.4315117216406052,0.0,0.4797204066728291,0.2995828544262772,0.0,0.19832168363534802,0.4292211035167553,0.5610387328243283,0.5188452231376904,0.0,0.3973840274601161,0.3673862407580227,0.41105304451629016,0.45422998155738664,0.0,0.31983477651458325,0.49347409703023914,0.0,0.453890636472598,0.051119387955073675,0.29769096233499265,0.0,0.31700127990370947,0.40012394759815395,0.3707569915654033,0.2522242884929517,0.392184262132468,0.4380504451424789,0.0,0.2993024984601095,0.0,0.0,0.6556168361108871,0.4088908660475815,0.39934596290403446,0.0,0.0,0.2535820020591316,0.33681361279351024,0.42701691721693946,0.0,0.41590090206995317,0.33902356181223187
2015-08-31,0.5618698357115802,0.2323336190516316,0.0,0.41217265753290816,0.4549560742332953,0.30945943178298857,0.3923392857164007,0.4660593719197523,0.5213549219214992,0.14181643804345423,0.0,0.535638104860082,0.45628550186321315,0.0,0.5062997186655936,0.4544723234009467,0.0,0.4237717991403374,0.5330364633606723,0.1096862099361703,0.0,0.5229733796167528,0.5466193044123452,0.0,0.42522733860414663,0.0,0.0,0.0,0.4988856623758008,0.28351631379784437,0.0,0.5589815468758973,0.5031816813100163,0.4272514391827509,0.45529959621623506,0.0,0.29916794992321405,0.24105407641757298,0.4544477644581391,0.0,0.41754836258318423,0.3657303777019529,0.3820031191497651,0.25059130241062766,0.5092852731656533,0.5396946953115958,0.5222387035754787,0.0,0.4320444303145043,0.0,0.43342461742049876,0.49058207039332224,0.4677392394630747,0.0,0.0,0.5295509976649495,0.441605831221542,0.4736513555695101,0.40518791848838503,0.5336191925373102,0.4412610792668958,0.3238831058613887,0.3142827058224417,0.48620966619921013,0.48445459829799375,0.23670877581567354,0.4989315415358601,0.0,0.4666518772678033,0.400626004249481,0.39253414922148294,0.5336287495858812,0.5253579966612427,0.4746126330245518,0.0,0.0,0.1947814451533439,0.0,0.21147718759083747,0.42913734916299184,0.5851840099127285,0.0,0.48131940099156256,0.5581338924726151,0.49886017261502846,0.0,0.49870474654353564,0.28455138748655767,0.0,0.2387789017739946,0.47627532344915663,0.5697741074522619,0.5268376860370076,0.0,0.4281599757539375,0.38327440064189017,0.45368683911568924,0.5019885161955839,0.0,0.32223302163060175,0.4989162749285466,0.0,0.45174825558532394,0.3061271047338015,0.321081323407449,0.0,0.31842097019752985,0.41799005273062784,0.38948966596519247,0.2544232719886698,0.38321079747133013,0.48974859383341923,0.0,0.2970006638892047,0.0,0.0,0.6539388025221001,0.40569786983308914,0.4122378003828295,0.0,0.0,0.279072542860389,0.32515349875604593,0.4733894962764227,0.0,0.4147864071200677,0.3699177222983992
2015-09-30,0.5556082576413413,0.2242455652862386,0.0,0.4642979990324378,0.45684574157415747,0.2865297352328001,0.38735452815823307,0.4663816948880537,0.49380745596922443,0.21956994084332204,0.0,0.5371480104599922,0.4395525275335564,0.0,0.5075566106745579,0.45328950328313833,0.0,0.3976865968048027,0.5335820468230896,0.26185737423719535,0.0,0.5234301562344182,0.5516745288032483,0.0,0.4180758187831051,0.0,0.0,0.0,0.49925198741642934,0.2759043792698945,0.28369902756593235,0.5507505522274275,0.5121303076218928,0.43649868905944306,0.4591981125207124,0.0,0.2940817477710137,0.18335316504267352,0.45039205481970707,0.0,0.3951211995235807,0.3688618697209277,0.3460843405565138,0.25062719451378024,0.5114370016075278,0.589682739655002,0.5160984715440659,0.0,0.43950799221663667,0.0,0.44018485064129503,0.4941251331333785,0.47390301967502,0.0,0.0,0.5343375075673382,0.5036680964850121,0.40793887403420515,0.407759590269557,0.5812079446026212,0.4541015323912867,0.35526263224744575,0.31642749832124384,0.4824487451580816,0.46162300903778797,0.25559030374126485,0.4973274137827303,0.0,0.468700599883705,0.40108574013826087,0.3873649083635098,0.4855177770194231,0.5473098456927016,0.4447706522849328,0.0,0.0,0.1951202268963233,0.0,0.22993675770150002,0.42722955207245666,0.5866197843842825,0.0,0.4897171063283867,0.5537644494245205,0.5191112974460659,0.0,0.5002548794835342,0.27353790207927764,0.23896163752542668,0.25467126250717054,0.4604832787992455,0.5721916631351611,0.522131854001053,0.0,0.4143239639033368,0.3587542509913969,0.4618498250020607,0.46082141082827416,0.0,0.31984460490632216,0.502843769662799,0.0,0.4510288946379145,0.1858894996993541,0.3206627417251205,0.0,0.31722935049082457,0.41165935553068417,0.38065399913964165,0.2684396115367832,0.3777459461221853,0.5014696666406049,0.0,0.3105166874234352,0.0,0.0,0.6568123013197583,0.40821229089727673,0.4085971035204736,0.0,0.0,0.31100267593496644,0.3162181807645231,0.45151674755766374,0.0,0.4394342556675274,0.36350256285533433
